X1,X2,X3
49.6,73.6,2
60.2,63.2,3
47.1,83,2
66.5,71.1,4
66.5,97.7,3
66.7,50.2,3
52.9,57.7,2
66.2,69.3,3
41.3,33.4,2
56.8,41.9,3
45,62.6,4
59.3,39,2
41.5,95.1,1
55.1,26.3,3
56.2,56.5,2
38.6,37.9,5
47.8,50.3,1
49.6,61.7,3
41.2,38.4,3
53.5,52.8,3
44.8,80.6,2
45.8,44.7,3
51,80.4,3
52.6,109.5,2
47.6,33.2,4
55.1,55.2,4
69.1,44.7,2
73.8,73.1,2
43.4,74.1,4
65.4,107.6,1
53.1,54.4,3
65,65.3,3
50.2,75.4,3
54.8,75.7,3
55.6,74.1,5
72,94.7,3
60.5,60.4,4
58.8,65.1,1
31,41.1,1
50.6,75.7,2
65.3,61.5,3
63.1,37.2,2
77.8,69.4,1
40,76.3,1
65.4,39.6,2
48.7,63.5,3
64.7,6.7,3
44.6,43.8,5
70.8,44.5,3
69.6,42.1,2
52.6,78.7,1
47.1,72.1,4
54.6,75.2,2
58,62.3,4
45.3,45.1,1
39.7,67.1,4
61.4,67.2,2
56.7,80,3
39.9,41.3,2
37.5,50.2,3
36.5,67.8,4
51.3,20.5,3
60.3,46.9,3
42.4,29.3,3
49.1,65.5,3
56.9,80,1
52.5,66.2,1
74.1,60.6,1
45.5,66.1,1
68.8,32.5,5
49.6,63.3,3
45.4,71.4,4
51,96,3
72.7,71.3,4
65.3,37,4
60.3,57,3
74.5,48.1,2
45.6,48.6,3
54.6,73.3,4
58.1,38.5,2
43.4,86.1,4
39.6,35.5,2
55.6,68.9,3
54.1,45.2,3
62.4,72.2,3
47.4,74.4,3
71.7,55.2,2
75.8,53.9,3
62.9,61.2,4
59.6,87.1,3
34.2,64.6,1
47.2,43,2
61.4,27.3,3
62.3,58,2
44.5,59.6,3
46.2,81,3
46.7,57.5,2
55.8,58.8,2
69.2,38.2,3
51.8,83.9,3
50.8,66.2,3
70.2,51.1,1
50.7,57.5,1
59.4,36.5,2
57.7,44.9,3
58.6,64.6,1
32.5,38.1,3
75.3,94.6,3
40.7,57.4,1
64.9,48.4,1
31.4,65.7,1
60.9,44.9,3
51.5,75,4
37.1,76.5,1
62.8,67,4
65.5,52.3,3
51.8,70.7,3
32.5,75.8,3
55.4,69.3,3
34,50.9,1
61.9,50.2,3
74.1,49.7,1
47,62.5,3
49.8,77.6,3
47.9,26.7,3
64.4,87.6,3
60,46.1,1
74.8,45.5,3
51.8,44.7,1
65.8,18.5,2
39.6,47.3,3
48.9,54.2,4
57.2,59.6,4
43.3,70.3,4
62.5,50.6,2
40.3,79.4,1
35.4,65.4,4
70.5,72.1,3
56.8,31.9,3
23.7,69.9,4
36.8,82.5,2
36.2,67.4,2
55.7,52.9,4
70.9,57,3
72.4,30.2,3
41.9,71.8,3
40.5,82.1,2
54.9,78.8,3
55.1,47.1,2
70.3,43.6,3
53.9,71.9,3
57.3,69.6,1
44,75.7,1
72,65.7,3
64.2,87.3,3
63.7,48.6,3
74.8,31,4
56.9,41.2,4
63.3,70.4,3
62.7,38.5,3
56.9,48,3
29.8,35.3,1
34.9,56.4,3
37.2,85.5,5
53.6,69.9,3
56.3,74.4,1
61.7,42,2
36.7,82,2
72.6,44.3,2
70.8,64,1
47.3,43.8,2
75.2,76.8,4
51.4,89.3,1
53.1,50.7,3
59.1,43.3,1
46.6,42.5,3
60.2,73.4,3
57.6,58.3,2
57.6,61.2,4
73.2,41.2,4
65.9,47.3,2
24,62.8,2
87.9,66.2,2
42.5,51.5,1
69.6,60.1,1
64,69.3,4
26.8,68.8,2
53.5,63.3,3
59.3,66.5,2
33,78.3,4
52.9,51.5,1
55.1,44.9,1
59.3,72.4,3
67.9,65,4
49.4,75.3,3
55.5,52.3,4
74.5,81.1,5
60.8,74.7,4
54.8,54.7,3
60.8,59.8,2
42.2,68.4,2
58.4,39.4,3
40.9,97.8,2
49.5,53.6,1
53.5,76.6,1
47.9,87.8,2
42.3,79.9,1
65.1,67.3,3
54.8,37.8,3
49.5,69.6,2
48.7,76.1,1
24,42.2,4
37.3,55.1,1
51.5,38.9,3
67.2,60.8,1
43.2,81.4,3
48.3,66.7,5
77,99.2,5
67.7,75.1,3
74.2,4.6,3
77.1,67.7,3
41.4,46.5,3
81.2,48.7,5
60.6,84.2,1
32.7,67.8,2
54.8,50.7,4
70.4,57.1,2
30.3,85.3,3
64.6,53.9,2
51.1,37.4,3
54,37.5,2
62.2,92.7,3
49.5,70.5,1
47.8,64.1,2
63.1,48.2,4
87.3,44.7,3
60.9,52,4
45.8,57.6,3
68.2,60.7,1
41.1,93.8,3
42,106.3,3
48.9,74.1,3
44,59.6,4
28.5,29.1,3
52.5,62.2,1
61.2,81.6,4
40.3,26.6,4
71.2,56.9,4
31.1,82.6,1
72.5,68.6,3
70.3,85,5
53.8,51.2,3
75.2,59,3
67,65.1,3
60.8,100.6,1
59.3,67.1,2
59.3,63.4,1
64.5,62.1,2
58.3,32.1,3
42,10.7,2
49.6,73.3,2
64.2,50.9,2
58.9,69.7,5
49.5,36.9,2
47.3,57.4,1
53.9,44.8,2
53.4,60.8,3
57.3,68.6,3
59.1,59.5,3
55,65.7,4
64.4,57.4,2
53.3,64.2,4
23.8,31.5,1
75,67.8,5
43.2,68.5,2
64,50.3,1
63.1,55,3
64.5,67.8,2
48.8,60.5,4
53.3,66.1,1
63.1,49.1,1
75.9,69.1,3
55.8,49.2,3
63.7,41.9,3
73.8,78.5,1
46.4,61.4,5
44.1,86.3,3
63.6,65.3,1
55,60.1,1
68.7,70.6,3
69.2,77.3,4
57.1,59.8,1
61.7,34.7,1
74.8,85.3,2
50.7,60.8,2
57,62.6,4
60.1,82.8,3
71.3,27,2
67.4,45.8,4
61.2,36.1,2
67.8,74.8,2
30.3,41.9,1
53.9,82.1,4
54.1,92.5,5
45.1,57.3,1
54.9,43,2
50.3,44,5
43.8,37.5,4
54.3,32.2,2
69.3,45.1,3
41.6,42.7,2
37.1,71.4,3
72.4,60.9,5
38.4,65,1
36.7,92.3,3
57.7,78.7,3
58.1,93.1,1
90.7,26.9,4
50.2,42.4,1
62.9,50.7,3
68.6,67.7,1
42.2,57.1,2
59.8,32.6,2
61.7,78.6,3
56.3,17.9,2
45.5,73,1
49.9,71.4,3
62.2,39.7,4
34.1,62.2,4
85.1,35.4,1
54.7,43,2
49.4,52.5,4
48.8,64.7,3
58.8,76.7,2
50.9,74.9,3
63.6,43.1,5
53.4,38.5,5
56.6,77.4,1
56,30,1
66.7,56.1,5
62.2,39,2
48.3,47.6,2
50.1,69.2,3
79.4,38.2,3
56.3,60.6,2
54.2,61.8,4
71,69.2,1
61.4,62.3,3
63.4,35.2,3
55.2,54.4,3
41.8,48.5,3
55.2,47.3,5
59.3,70.5,2
55.7,46.6,3
48.1,43.9,3
46.9,38,3
47.1,74.9,2
55.7,48.2,4
42.9,60.2,3
45,102.2,3
50.3,31.8,2
78.1,51.1,4
58.3,58.5,3
61.3,68.2,4
49,30.2,3
69.2,42.1,2
48.2,103.4,2
35.8,79.4,4
68.8,59.9,2
55.1,79.9,1
46.1,75.5,3
69.7,78,1
47.4,49.4,1
51.1,40.9,3
47.1,45.8,4
57.4,46.7,3
56.2,35.1,1
74.2,95.4,4
67.8,67.5,4
61.7,64.7,2
42.3,78.9,2
76.7,31.6,3
67.2,45.3,2
57.2,56.8,3
56,59.8,2
53.4,57.4,1
65.9,84.6,3
60.7,53.9,1
52.9,40,3
62,87.9,3
60.1,68.2,3
45.1,84.7,3
45.9,50.7,1
60.7,51,4
53.5,95,3
72.2,83.3,3
63.2,57.5,2
55.6,49.8,3
51.5,79.4,2
25.6,50.3,3
59.4,43.8,2
56.3,78.9,2
46.7,69.4,1
50,64.6,3
35.7,54.5,4
79.4,45.5,4
64.1,57.7,2
62,82.6,1
62.3,25.5,2
67.2,12.2,3
51.3,80.3,3
57.8,67.7,1
65.4,50.6,3
62.6,22.2,2
57.8,70.6,4
55.9,23.5,5
55.4,55.8,1
60.9,74.8,4
61.1,59.6,3
45.6,50.3,4
54.8,69.9,2
45.3,52.7,1
68.3,71.5,3
51.4,52.5,4
64.2,69.6,3
57.6,75,4
55.8,76.9,2
62.9,50.4,4
37.7,44.2,4
31,56.6,2
65.4,91.2,1
59.6,66.1,3
64.9,70.8,3
54.7,33.9,1
53.2,92.7,2
66.3,70.9,2
61.1,41.2,5
62.4,74.7,3
62.5,83.4,4
40.3,82.6,2
49.7,37.9,1
53.8,91.4,3
64.7,40.8,2
46.5,42.9,1
63.8,69.6,4
41,69,4
63.1,69.4,4
61.6,60.8,1
62,67.6,3
54.8,89.2,2
45,68,3
49,75,3
42,18.7,2
58.9,36,3
70.4,90.1,1
43.7,105.9,4
60.8,69.6,4
79.2,46.4,4
71.3,60.9,3
48.7,63.4,2
52.1,55.5,3
62,73.1,3
55.7,67.3,1
40.5,55.6,3
69.7,54.4,1
36.6,78.7,1
41.4,62.8,4
62.8,76.4,2
61.7,58.2,5
50.4,80.8,1
61.5,63.5,2
35.7,53.2,3
48.7,17.2,1
50.4,43.6,3
42.3,79.7,1
66.5,56.9,1
58.9,77.4,3
68.7,61.4,1
40.5,36,3
45.2,66.8,1
61.1,86.1,2
45.7,83.2,5
57.3,65.3,3
46.9,42.4,1
59,65.7,2
58.9,61.4,3
54.5,61.5,1
70.4,87.4,3
79.5,67.7,2
50.7,69.2,1
55.9,45.9,1
48.6,47,3
44.7,57.5,2
63.5,72.8,4
36.5,68.5,1
69.7,24.8,3
56.4,79.6,1
65.7,69.5,1
51.7,52.5,2
49.5,78.5,3
51.8,75.5,2
47.4,61.5,1
74.1,47.6,1
64.3,49.6,1
53,72.4,3
55.1,66.6,3
36.9,52.7,2
49.3,38.2,2
47.5,71.9,4
37.8,51.5,4
51.5,82.1,3
49.6,66.2,3
38.7,37.4,1
70.4,48.4,2
49.9,50.4,3
74.9,63.5,3
51.1,59.7,5
48.6,57.5,3
69.4,64.2,3
55.6,41,4
41.7,46,1
48.7,77.6,3
81,61.6,1
52.5,36.8,5
47.8,32.7,1
52.7,72,2
55.5,62.1,3
38.9,78,3
82.5,92.8,4
64.6,76.6,3
60.6,85.8,3
39.2,75,3
61.5,46.9,1
64.5,56.6,1
65.7,59.2,1
64.5,51.3,1
51.3,60.8,3
69,37.2,1
44.3,57.4,3
61.6,84.5,2
48.6,108.7,2
53.1,73,3
47.2,86.9,2
51,71.5,1
55.1,88.4,1
37.8,42.8,1
58.1,66.8,2
55.2,35.5,4
42.8,60.6,4
60.9,64.6,1
56.9,50.8,2
48.6,62.6,3
46.6,73.3,4
39.2,64.8,2
71.7,74.4,1
55.5,32.5,1
44.9,72.6,1
69,86.8,2
43.4,90.4,3
71.4,25.8,1
57.7,51.1,5
63.5,87.5,3
61.7,84.4,2
57.5,42.7,1
58.8,61.7,3
68.5,66.9,2
55.4,98.1,3
40.1,78.9,4
64.8,51.2,2
66.4,78.6,1
49.4,61.5,3
58.5,18.2,3
58.6,43.6,2
61.2,51.2,2
75.8,82.9,3
48.8,53.5,1
69.4,32.2,2
50.4,38.1,2
61.4,62.2,1
70.7,49.3,4
44.5,77.2,1
68.8,62,4
53.4,50.5,3
71.9,66.2,3
56.9,63.4,1
41.6,68.9,1
49.4,54.3,4
62,63.3,2
31.6,71.8,4
83.4,36.5,5
75.3,35,3
59.3,94.4,2
67.6,36.7,1
65,59.7,3
78.1,42.6,4
68,65.1,3
47.7,69.4,3
28.7,55.4,2
30.9,58.4,2
47.9,48.8,3
66.2,55.6,2
56.2,68.8,3
50.3,100.3,3
40.5,95,3
64.1,78.5,5
41.3,76.5,4
65.4,72.5,2
47.6,74.7,4
60.9,64.4,2
53.7,56.2,4
51.4,55.3,2
40.4,84,2
59.3,42.4,3
58.1,54.3,3
30,53.2,3
51.6,78.9,3
68.5,42.3,3
49.2,57.7,4
45.1,79.4,4
30.2,68,1
53.5,79.9,3
68,27.5,2
47.7,95.9,3
58.6,91.4,2
27.6,44.8,2
54.6,63.4,3
70.8,82.1,3
48,47.1,5
51.4,39.8,1
54.3,54.5,1
76.1,56.1,5
47.1,39.4,1
79.1,48.5,5
61.8,55.7,3
45.5,49.9,2
43.9,60.5,3
45.5,45.5,3
52.8,73.8,2
62,52.1,1
48.3,67.1,3
54.5,28.6,4
48.9,58.6,2
63,37,3
76.3,53.2,5
65.2,61.8,3
52,66.6,1
33.2,92,2
75.4,66.9,3
58.1,48.1,3
68.8,69.9,3
74.3,83,3
54,91.6,2
66.5,22.9,3
58.1,42.4,1
50,80.8,2
51.6,39.5,4
57.2,62.4,3
51.5,70.8,3
53.4,56.1,3
46.5,48.8,3
66.4,66.7,3
72.6,40.6,4
55.9,82.3,1
49.2,40.8,2
47.2,53.8,3
38.8,61.4,3
75,38.2,1
64.4,62,2
47.5,49.4,3
41.3,55.3,3
58.2,77.1,3
71.7,16.7,3
44.2,56.8,2
39.4,97.4,3
55.8,75,2
45.6,54.6,1
84.5,86.6,3
54.5,38,3
39.5,61.9,2
39.3,66.5,1
45.8,63.1,1
74.9,99.7,1
69.2,52.6,1
49.7,54.4,1
62.5,89.3,2
49.1,51.6,3
60.3,42.2,2
66.8,31.2,1
38.3,62.8,4
54,67.4,4
44.9,102.8,1
42.3,29.2,5
40,52.9,1
49.4,39.7,2
47.9,57.9,1
57,77.4,3
50.5,57.7,3
40,83.9,1
61.2,68.3,2
60.9,69.7,4
20.9,33.9,2
51.6,54.1,4
51.1,59.3,2
47.8,70.6,4
43.5,54.7,4
62.5,92.7,4
55.8,45,2
40,51.6,1
65.6,94.6,2
33.3,68.1,1
60.5,70.8,2
54.8,90.9,1
42.6,71,3
36.6,48.5,5
56.7,32.2,3
58.8,71.1,4
47.3,27.8,2
42.5,67.8,2
59,52.2,2
52.7,67.6,3
35.8,65.7,3
49.3,76.5,3
63.8,85.8,1
54.1,72.5,1
66.2,92,5
34,58.7,1
52.1,46,2
57.6,51.6,2
61.3,64.3,3
53,90.6,1
73.8,77,3
72.4,91.2,3
48.8,83.8,4
46.8,61.2,4
43.9,57,1
60.9,44.7,2
53.2,86.6,5
86,67.5,2
68.2,59.4,2
71,82.7,2
47.6,49.9,4
69.9,43,3
51.9,59,4
54.4,44.7,4
51.4,59.4,3
62.7,35.7,4
47.8,53.4,2
63.9,61.1,4
33.7,69.4,1
82.5,55.3,2
68.9,42.9,3
60.1,62.3,2
48.8,66.9,3
43.9,57.2,2
39.5,78.3,3
55.4,92.5,2
58.7,72.7,2
62.6,84.8,1
22.9,63.5,4
49.1,40.6,3
36.9,44,5
71.1,46.3,2
50.5,60.4,2
51.5,33.3,1
48.3,54.9,2
52.6,64.8,4
60.2,84.7,2
69.4,60,3
51.6,58.2,3
30.3,65.2,4
50.7,43,3
61.5,44,2
68.6,64.1,2
48.8,33.4,1
50.9,68.5,1
58.8,82.6,5
32.7,63.3,3
50.7,64,3
53.3,45.1,3
55.3,38.1,2
54.4,90.4,3
62.4,40.4,3
58.4,72.6,1
64,59.5,4
69.5,48.8,2
63.5,65.4,3
43.3,67.3,3
55.4,44.2,3
69.6,43.6,3
51.9,51.7,5
77.5,44.2,3
56.2,77.7,1
75.5,53.6,1
47.8,51.9,3
49.1,58.2,4
53.6,48.3,3
54.6,70.8,1
45,64.1,3
72.4,61.1,1
62,47.8,3
65.4,55.3,2
73.7,60,3
51.6,52.5,3
51.3,53,1
59,53.6,3
56.9,56.9,3
56,58.2,4
52.1,61.9,2
69.5,78.3,3
65.4,70.5,1
54.1,82,3
67.7,12.1,1
66.9,63.5,3
77.8,63.8,1
43.7,51.5,2
66.2,65.4,1
57.3,74,1
48.6,64.7,4
55.3,87.7,1
56.5,64.1,3
32.3,54.9,4
55.6,65.3,3
50.3,72.7,4
51.6,62.7,1
67.4,73.6,3
59.6,88.9,4
49.2,78.3,2
41,61.1,1
62.9,82.9,4
65.9,69,1
62.6,90.4,2
39.9,57.2,1
53.1,83.9,1
71,62.2,3
77.4,61.5,3
58.7,97.2,1
54.8,44.8,3
51.6,69.5,4
36.9,76.7,1
53.1,55.9,3
58.5,48.3,3
42.6,53,2
47.3,58.2,3
38.6,64.2,4
67.5,59.2,2
40,50.5,2
58.1,22,3
43.7,50.2,3
45.6,93.6,4
82.8,104.8,2
53,24.9,2
46.8,78.6,1
67.5,58.8,5
44.6,71.5,2
71.9,37.4,2
63,72.6,2
19.9,24.9,2
48.4,18.6,3
42.4,36.6,3
48.1,62.5,5
58.9,61.2,2
56.6,47.6,1
56,46.1,1
69.8,84.3,3
62.8,49.6,3
70.8,32.6,2
55.8,81,3
55.3,62.1,3
58.3,89.3,3
46.2,53.3,1
74.2,26.4,3
63.5,56.9,1
53.2,89.9,3
61.8,50.2,3
59,62.1,3
59.3,41.4,3
39.4,63.1,1
50.1,73.7,3
52,73.5,2
58.7,40.3,3
62.4,52.7,1
39.7,93,1
57.3,75.6,4
56.8,27.9,3
70,66.6,5
46.4,69.4,3
47,51,2
49.8,65.2,1
37.6,91.3,2
63.9,56.6,2
45.2,85.8,3
67.7,72.7,4
60.1,76.8,5
73.9,68.3,3
40.1,41.4,4
42.7,68.5,4
29.1,47.1,1
42.9,54.7,3
28.5,86.9,3
54.8,57,4
68.1,70.1,4
30.1,36.5,3
51.9,55.4,5
73.6,40.1,1
37.8,42.9,1
54.6,89.8,3
60.9,82.1,2
63.7,36,1
55.9,79.6,1
47.6,65.3,3
67.5,57.2,3
70.9,75.3,3
68.1,17.9,4
55,63.2,1
39.4,77.7,1
34.6,72.7,1
33.9,105.6,2
48.8,93.8,4
54.1,65.6,1
38.7,53.3,1
56.2,40.2,3
45.6,58.4,2
39.6,55.9,3
55.2,95.5,2
78.4,108.2,3
72.3,82.5,2
35.4,62.5,4
30.6,21.5,3
80,48.5,2
48.9,78.8,1
61.4,36.4,2
72.7,35.6,4
49.6,39.3,2
44.9,61.6,3
51.4,35.1,4
53.9,70,3
48.4,74.2,1
42.2,87.8,3
64,46.8,4
53.5,72.2,1
63.6,30.6,2
49.4,82.7,3
70.1,40.2,2
76.5,69.8,2
44.3,29.1,2
63.2,80.3,3
52.1,47.2,4
52.2,63.2,3
60.1,38.1,3
66.1,86,3
61.9,57.7,2
59.6,52.1,3
71.7,71,3
57.5,16.3,3
46.6,78.7,2
53.5,68.5,4
35.5,92.6,2
59.7,47.7,3
55.2,80.9,1
74.8,52.2,3
45.7,65.6,4
47.3,54.1,3
58.5,39.1,1
59.7,33.9,5
81.8,67.2,5
65.6,69.2,3
46.3,85.9,2
78.9,53.1,4
65.2,58.5,3
44.2,81,3
70.4,50.2,3
46.3,46.2,4
55.3,54.3,2
52.4,58.1,4
38.9,66.4,2
55.9,57,3
41.2,23.1,1
44.3,68.4,3
45.3,78.1,2
57.3,54.6,2
61.2,43.7,3
59.2,73,3
44.5,61.9,5
61.6,102.4,3
54.6,54.2,5
60.5,56.6,3
85,45,3
39.4,44.6,3
56.5,52.5,2
61.5,44.3,3
71.3,56.6,3
76.3,40.1,4
50,32.3,4
55.4,48.9,3
71.2,64.9,2
50.2,69.3,5
59.5,71.6,4
34,54.3,3
56.1,48.9,3
55,72.1,2
63.6,46.8,3
56.4,54.2,1
50.8,44.9,4
52.2,88.8,1
67.4,83,5
73,59.1,3
50,70.6,3
40.5,73.2,3
49.9,35,2
65.6,53.6,3
43.9,54.7,3
48.6,37.3,3
43.3,42.6,3
40.2,26.3,2
48,57,5
42.5,62.5,2
49.3,47.9,2
56.7,49.9,2
49.7,44.8,2
55.7,53.2,1
37.5,58,3
66.1,22.2,1
72.4,54,2
63,44.9,3
53.7,77.6,4
59.8,66.5,1
34.2,50,5
51.5,42.2,5
71.2,44.9,3
54.5,39.2,3
49,91.2,3
66.9,34.8,2
53.8,78.8,3
52.6,45.4,3
45.9,27.7,1
53,77.2,5
56.4,43.9,2
46.2,52.2,4
49.4,35.6,1
41.6,65.1,3
45.6,60.9,4
65.1,17.7,2
84.4,65.2,3
56.9,72,3
52.5,73.9,3
62.7,70.3,2
49.8,55.2,3
55.6,76.1,3
66.8,72,2
54.6,76.1,4
63,49.3,1
50.5,74.1,2
41,43.7,1
62.8,90.8,1
30.3,60.3,1
52.8,70.4,5
74.6,61,5
50.7,44.4,2
61.7,30.2,2
51.3,12.6,5
54.3,55,3
67.2,85.3,3
72.2,13.5,4
61.4,39.7,2
58.7,81.1,3
64.9,68.9,5
49.5,60,3
68.7,75.7,3
60,63.7,4
61.7,90.2,1
58.2,49.6,2
53.1,51,1
36.2,53.8,2
66.7,67.1,3
70.6,68.4,3
34.8,73.7,1
59.5,63.8,3
50.1,62.4,2
60.9,35.4,2
72.7,62.3,3
52.4,64.7,2
36.2,63.1,3
56.1,70.4,2
66.4,65.7,4
54,54.2,3
39.9,43.7,5
38.8,27.2,1
64.9,49,1
54.6,63.7,5
86,76.2,3
44.4,52.2,4
40.5,73,2
55.2,63.8,1
64.6,49,2
52,50.5,2
60.3,89.6,2
53.1,45.1,3
85.8,64.6,3
55.1,40.1,3
53.7,39.9,2
46.3,51.2,3
80.2,41.1,1
41.5,40.3,4
75.3,70.5,3
54.4,40.6,3
34.5,34.3,3
32.7,51.6,3
62.8,66.5,2
66.8,79.7,2
54.7,64.1,1
71,70.6,3
71,51.4,1
44.7,92,2
41.2,79.9,2
40.3,88.4,2
32.5,19.7,3
75.3,56,1
70.9,91.5,1
71.5,58.3,2
50.9,33,3
58.7,54.2,1
77.2,53.9,3
51.6,49.3,3
37.4,66.5,4
45.2,71.8,2
53.2,70.6,1
49.1,83.4,4
55.2,57.8,2
65.1,73.2,3
68.2,75.5,3
28.3,48.2,2
63,63.2,5
59.5,32.8,2
45.6,65.1,3
57.3,67.8,3
40.6,61,5
49.2,52.1,2
68,30.2,3
66.2,67.5,1
50.5,73.5,3
51.6,71.1,1
55.6,57.4,4
71,53.3,2
62.9,54.7,3
74.1,27,1
55.6,73.7,5
60.8,82,2
62.6,63.7,2
61.7,44.1,1
50.4,95.7,3
60.1,68.5,2
62.8,34.2,3
49.6,32.5,1
46.6,79.3,4
35.7,64.1,1
54.4,95.5,4
64.5,94.3,1
48.3,66.4,1
59.3,44.8,2
67.6,46.7,2
50,42.5,2
46.4,60.3,4
58.2,89.9,3
56.7,70.8,1
65.1,56.5,4
62.4,33,3
45.3,85.2,4
68.6,69.2,4
62.6,67.1,2
59.5,29.9,1
63,46.5,2
38.5,58.6,2
57.2,49.1,3
52.7,86.4,2
64.3,22.9,3
41.1,13.8,3
37.2,51.5,2
44.1,30.7,3
56.2,41.1,3
35.5,66.3,2
77.5,70,3
53.1,31.4,2
56.5,73.4,1
59.2,70.9,2
52,79.2,5
64.1,33.2,1
44.2,73.3,4
30.4,68.6,3
53.1,61,5
61.9,68.3,1
69.2,42.5,1
50.3,73.2,3
63.8,73.6,3
66.7,65.5,2
61,50.9,3
33.6,66.5,3
45.2,55,1
66.1,50.1,4
68.3,49.5,3
61.3,60.9,2
52.2,72.8,1
59.7,43.7,1
74.6,75.8,2
58,77.9,3
63.1,26.3,3
34.3,35.6,4
80.2,69.9,4
63.5,75.3,1
51.8,37.1,1
47.5,27.6,3
49.6,36.5,2
33.7,44.8,1
55.5,76.6,3
65.4,53.6,3
35.9,76.2,2
61.3,77.5,4
66.8,87.8,4
65.4,67.4,5
56.1,73.4,2
37.2,77.2,3
50,66,4
50.8,75,3
65.1,64.2,3
56.9,68.5,4
47,60.4,2
85.6,46.7,5
64.9,77.1,4
78,32.1,4
44.6,61.4,2
64.7,70.8,1
36.6,57.3,3
48.6,52.1,4
41.8,66.6,4
55.1,53,4
80.5,67.4,1
41.4,63.4,3
75.1,50.7,2
44.2,59.8,2
51.2,68.6,3
59,55.5,3
70.9,75,1
58.3,50,2
73,53,2
56.5,48.3,3
51.3,51.5,2
62.9,58.9,3
62.5,57.4,5
50.1,31.9,1
44.4,90,1
47.4,55.6,2
60.6,55.5,2
78.9,61.4,2
49.6,77.7,4
38,33.4,3
58.7,56.8,2
51.1,52.5,1
52.7,48.1,3
51.9,81.3,2
39,63.3,1
59.2,71.8,2
43.7,71.5,2
56.7,87.1,4
70.5,41,3
59.8,91.8,3
34.5,55.1,4
28.1,43.8,5
54.3,88.2,2
64.7,61.3,2
43.4,65.6,2
63.9,51.2,2
61,36.1,1
60.7,82.4,3
78.3,33.9,3
64.6,16.6,1
38.5,43.5,1
32,26.3,4
59.7,75.3,3
62.9,87.9,3
63.2,66.9,3
50.5,62.9,3
45.7,51.8,4
57.5,46.2,2
74.1,51.3,2
66.9,75.2,3
56.6,55.7,3
68.9,80.6,1
51.1,32.4,3
61.1,64.7,3
47.3,83.5,2
81.2,49.1,3
66.4,81.2,3
40.5,80.5,3
44.2,60.5,3
59.9,53.2,2
43.2,83.7,5
48.5,63.1,1
52.3,63.4,3
54.1,45.6,2
60.2,44.6,2
59.1,46.5,3
35.2,50.4,3
77.8,60.5,2
42.8,57.8,2
37.9,94.7,3
47.7,43.4,2
72.5,65.1,2
58.9,57.5,3
74.4,98.2,1
57.2,70.9,1
67,69.3,1
62.3,83.6,1
51.5,37.5,3
60.2,62.2,2
61.2,77.6,3
66.3,24.3,3
46.8,72.7,2
76,32.6,3
41.8,32.9,2
42.2,67.9,1
66.5,53.6,4
56,48,3
48.1,70.2,4
62.9,55.2,4
51.9,98.8,2
36.9,57.8,2
61.9,35.3,3
49.8,62.4,1
49.7,82.2,1
52.7,14.2,3
77.3,116.9,3
73.4,84.8,2
52.2,48.6,1
62.8,87.8,5
52.9,43,4
54.8,84,3
47.6,81.6,4
50.5,50.5,1
57.4,50.6,1
66.6,51.2,5
64.3,72.3,3
55.1,58.9,3
46.4,61.7,1
62.6,41.4,3
83.9,63.1,3
54.8,69.7,3
38.8,39.6,2
49.5,62.9,4
49.7,52.7,5
40.6,35.7,1
55.5,59.9,1
43.6,96.8,3
70.3,72.8,1
62.5,56.7,3
64.1,44.2,4
67.6,37.1,3
51.1,66.4,3
51.3,62.8,3
64.8,74.9,2
38.2,57.1,2
50.9,77.8,1
59.9,74.6,3
46.1,72.4,2
64.2,51.5,2
51.3,52.8,3
63,81.2,3
60.1,56.3,3
53,40.2,3
33.1,32.9,2
43.7,33,2
72.9,36.5,1
64.1,87.9,4
79.3,56.8,2
94.5,48.7,3
56,71.6,3
44.3,74.8,2
68.6,53.4,3
65.6,52.2,1
43.8,65.1,1
71.7,85.2,3
73.8,52.1,1
76.2,71.7,4
72.3,56.7,1
46.3,54.4,3
57.9,63.7,4
47.6,36.2,3
47.1,44,1
63.6,37.8,1
54.6,74.7,4
47,67.8,5
43.4,33.8,2
47.1,72.3,1
70.1,69.7,3
63.8,51.1,1
57.3,41,2
58.9,53.3,5
48.2,55.8,1
62.9,55.8,2
66.5,49.8,3
54.8,65.7,1
47.5,79.6,2
61.5,76,2
36.5,89.5,2
51.7,54.2,5
58.4,43.2,4
46.4,43.4,1
40.4,53.5,1
41.1,12.7,3
51.1,58.3,3
64.4,69,1
44.1,77.3,3
55.9,66.9,4
37.2,47.5,2
70.2,87.2,4
55.2,78.1,3
61.5,49.2,3
43.9,83.5,2
48.8,89.3,1
43.2,24.2,1
56.2,52.4,2
37.4,79.5,2
40.6,74,4
55,29.8,4
60.2,71.3,3
82.8,39.3,4
49.2,48.6,2
66.8,83.7,2
27.3,62.9,4
52,36.2,2
46.6,48.7,2
55.2,55.2,1
88.6,94.3,2
42.6,74.6,2
46.7,68.3,3
62,76.2,3
67.9,42.9,2
58.3,81.8,3
46.5,79.8,3
58.9,78,4
69.4,65.8,2
64.3,62.8,5
59.4,71.9,3
44.3,62.4,3
52.3,67.7,1
55.9,64.4,3
71.8,62.1,2
35.2,72.9,1
36.7,77.7,2
49.1,49.9,3
45.6,51,3
50.2,59.8,1
60.3,63.7,3
40.9,79.1,1
33.1,74.4,2
