Y,W,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,tau_hat
55.4,0,36,94,5,1,1,-1.147,0.04,0.738,-0.951,-0.039,0,0,1,1,1,5,5,1,2,4,2.79492876538655
59.43,0,43,99,3,4,2,-0.215,-1.214,-0.913,-1.906,-1.52,0,1,0,0,1,5,1,4,5,5,2.50071779605334
47.64,0,38,78,3,5,2,-0.128,-1.195,0.533,-1.397,-0.43,0,1,0,1,1,5,4,4,4,4,2.01729284144831
45.46,0,32,71,3,3,2,0.867,-0.461,-0.561,0.364,-0.998,0,1,1,1,0,4,5,2,5,1,0.625301656012566
59.19,1,37,77,4,2,1,1.941,0.67,-0.401,2.239,-0.828,0,1,0,1,1,3,3,1,1,3,2.17624425426129
44.97,1,35,81,3,1,2,-0.086,0.316,-0.91,1.943,0.434,1,1,1,1,1,1,4,4,2,2,1.76621204911582
57.8,0,48,88,4,2,1,0.405,-0.644,0.573,0.387,0.313,0,1,0,0,0,3,5,2,4,1,3.4239781184819
59.95,1,75,85,2,5,2,0.088,0.727,-0.54,-0.161,-0.246,0,1,0,0,0,3,1,2,3,1,5.41688831564527
62.13,0,65,95,2,4,1,-0.946,0.403,-0.145,-0.651,1.158,1,0,0,1,0,2,3,4,2,1,4.23397170333004
50.8,0,69,83,2,3,1,-1.014,0.118,-0.387,-0.47,-0.726,0,0,0,0,0,1,3,1,1,3,4.24071416425526
69.52,0,74,81,3,4,1,1.212,-0.059,1.231,-0.068,0.519,0,0,0,0,1,2,1,3,3,4,5.09098694354989
63.18,1,54,85,4,3,2,1.069,0.175,-0.298,0.907,-0.121,0,1,1,0,1,2,3,2,3,2,4.03186734509399
45.67,0,29,75,5,3,1,-0.1,-0.577,1.098,0.476,1.58,0,0,0,0,1,2,2,3,5,3,2.44094129193437
62.57,1,59,91,3,3,2,-0.084,-0.7,0.567,-0.488,0.579,0,1,0,0,1,4,3,4,1,4,3.24685626002399
64.7,1,59,87,3,2,1,0.435,-0.362,0.169,1.415,0.553,0,1,0,0,1,1,5,2,5,3,3.26697423532722
52.65,0,35,94,4,2,2,1.385,-1.033,-0.664,1.31,1.092,0,0,0,1,0,4,3,4,2,2,2.63650972962974
42.38,1,42,73,3,4,3,0.293,-0.462,3.257,0.08,-1.245,0,0,1,0,1,3,1,3,4,2,1.94657490833516
54.39,1,42,89,3,1,2,0.71,-1.789,2.345,1.641,1.986,0,1,0,0,1,4,1,3,4,3,2.43227902672444
57.93,0,41,86,4,2,2,1.316,-0.806,-1.506,0.458,-0.517,1,0,0,0,0,2,1,5,4,1,3.38554242340526
56.64,1,65,92,3,3,2,-1.995,0.944,-0.704,-0.971,-1.545,0,1,0,0,0,1,5,2,3,3,3.90987808885227
59.41,1,52,90,5,3,1,0.024,-0.393,0.026,-0.011,-0.451,0,1,0,0,1,1,3,4,3,1,4.12131920461995
66.93,1,58,82,5,2,1,0.318,0.087,-0.428,0.23,0.388,0,0,0,0,1,1,3,4,1,4,3.69686217208451
62.6,0,27,97,3,4,1,-1.489,-0.961,-1.037,-1.124,-0.901,1,1,0,1,1,5,1,4,1,1,1.39827017246616
47.25,1,48,85,4,2,3,-0.912,0.187,0.525,0.922,0.624,0,0,1,1,0,1,2,2,5,1,3.24640866655889
53.18,0,53,77,3,1,2,-1.435,1.596,0.297,1.55,-0.303,1,0,0,0,0,5,4,3,4,5,2.45651153698859
55.59,0,69,67,4,5,1,-0.821,0.655,-1.838,0.352,-1.323,0,0,0,0,1,2,5,1,4,2,4.39764895347968
55.76,1,54,77,3,4,1,1.212,-0.105,-1.208,-0.09,-1.337,0,1,1,1,1,4,1,5,2,3,2.93944486956559
61.4,1,36,91,3,3,1,-0.278,-2.513,-1.024,-0.608,1.436,0,1,1,1,1,5,3,3,1,1,1.94171152981794
57.82,1,49,98,3,2,2,0.8,0.778,-0.462,0.276,0.755,0,1,0,0,1,3,5,5,3,5,2.68772070581295
40.81,0,42,55,4,5,2,0.297,-0.394,-0.885,0.182,-1.008,1,1,1,0,0,5,3,3,2,3,2.3094412418703
49.37,1,32,83,4,3,3,0.719,0.109,0.703,-0.106,-0.411,0,1,0,0,1,5,4,4,3,5,1.99713601876929
67.11,0,73,86,3,3,1,0.397,-1.331,0.77,0.505,0.054,0,0,0,0,1,3,2,5,5,3,4.79712078794511
57.37,1,48,86,4,5,3,0.034,-0.855,0.544,1.094,-0.23,1,1,1,0,1,2,5,3,2,2,3.27199215182218
42.17,1,28,90,4,5,3,0.083,-1.477,0.398,0.74,1.161,1,0,0,1,1,5,2,1,5,5,2.40983398607654
55.18,1,49,74,4,3,3,1.166,-0.18,0.002,2.659,0.801,1,0,1,0,1,5,3,2,5,2,2.99891757887456
49.8,0,32,85,4,2,3,-0.484,0.296,1.155,0.015,-0.974,1,0,1,1,1,3,1,4,1,5,2.23105491717447
64.05,1,52,97,4,3,3,-0.518,-0.48,0.483,-1.379,-1.428,1,1,0,1,1,3,5,1,2,3,3.49578622439842
59.37,1,55,76,4,3,2,-1.522,1.087,-0.027,-1.407,-1.623,0,1,0,0,0,4,4,1,5,5,3.45373772334749
48.44,0,47,76,3,2,1,1.487,1.1,-1.409,-0.573,0.281,0,0,0,0,0,1,5,1,4,5,2.31036630057327
52.07,0,60,95,3,4,2,0.88,0.177,-0.122,0.962,0.094,0,1,0,0,1,3,3,3,3,2,3.77676371926001
40.99,1,27,89,3,3,3,-0.758,0.005,-0.145,0.168,0.945,1,0,0,0,1,4,3,1,2,2,1.51104656407046
51.55,1,30,94,5,2,1,-2.812,-0.807,-0.061,-0.578,-0.339,0,1,0,0,1,1,2,3,3,4,2.47250196128717
50.33,0,32,78,5,2,2,-0.856,0.019,-2.527,1.741,0.115,0,0,0,0,1,3,4,1,1,2,2.13413883061127
62.84,1,41,94,3,3,1,0.469,-0.516,-0.202,-1.295,0.031,0,1,1,0,0,5,5,3,4,3,2.31607143935063
61.66,1,52,86,3,5,1,-2.262,-0.466,-0.387,-0.809,0.532,0,1,0,0,0,4,5,1,2,1,3.51694159902289
63.61,1,51,95,4,3,1,1.712,-0.756,0.382,0.532,1.467,0,1,0,0,1,4,2,3,4,1,3.55217132272634
59.13,0,38,89,2,4,2,-0.088,-1.015,1.842,-0.592,-1.529,0,0,1,0,0,1,1,1,3,4,2.19554948873944
56.07,0,44,86,5,3,3,-1.858,-0.127,1.704,-2.029,0.383,1,1,1,0,1,2,3,2,3,4,3.24836125324807
54.43,1,42,87,4,4,3,0.501,0.38,-0.655,-0.116,0.774,1,1,0,0,0,1,1,4,2,4,2.99701981376865
66.52,1,73,83,3,4,1,-0.322,1.213,-0.451,-0.124,-0.651,0,1,1,1,1,1,3,4,5,2,5.53851681855542
53.07,0,65,89,2,1,3,-1.277,1.204,0.563,-0.48,-0.87,0,0,0,0,1,2,5,4,3,1,3.69461165061941
48.3,0,38,88,5,5,2,-2,0.221,-0.293,-0.971,-0.287,0,1,0,1,1,3,5,5,1,2,3.0189589302289
46.87,1,47,61,3,2,1,-1.262,-0.128,-0.684,-0.688,-0.82,0,0,1,0,1,5,3,3,2,4,1.73168214898219
55.03,1,49,97,3,2,3,-0.657,-0.398,-0.869,-0.938,-1.136,1,1,0,0,1,1,5,1,5,3,2.50251867757492
49.44,1,66,72,3,1,1,0.45,2.034,-0.355,-1.357,-0.417,0,0,1,1,0,5,4,3,2,5,4.05050087519461
51.69,0,40,87,5,3,2,0.806,-1.523,0.828,-0.592,-1.694,0,1,1,0,0,2,5,3,4,2,2.84966305493428
53.11,1,32,93,2,5,1,-0.352,0,-0.897,0.01,0.256,0,0,0,1,1,4,5,3,1,2,1.27659545940441
56.6,0,44,92,4,1,2,1.53,-1.568,-0.208,0.507,-0.168,0,0,1,0,1,4,1,1,3,1,3.28290664161606
65.38,1,72,71,2,2,1,0.133,-0.327,0.533,-0.878,0.342,0,1,0,1,0,2,1,4,2,1,4.49751099649263
51.7,0,63,75,4,1,2,1.636,1.138,0.697,1.737,0.389,0,0,0,0,0,3,3,1,4,1,4.0128342398661
70.49,1,47,96,3,4,1,-0.463,-0.298,1.383,-0.21,1.474,1,0,1,0,1,4,3,3,1,1,2.5950050849087
79.27,1,72,96,3,3,2,-0.316,1.093,0.94,-0.103,-0.714,1,0,0,0,0,5,5,4,1,4,4.68371233812961
50.98,0,35,66,5,5,1,1.164,1.351,-0.106,-0.546,0.693,0,0,1,0,0,2,4,5,2,3,2.34840301321501
55.07,0,67,88,5,3,2,0.787,1.15,0.551,0.137,-1.616,0,1,0,1,0,3,3,4,1,5,4.03530101186038
60.34,1,67,65,3,3,1,2.214,0.222,0.505,1.221,1.029,0,1,0,0,0,1,5,4,5,5,3.79491578365022
57.09,0,29,66,3,3,1,-1.162,-1.409,-0.557,-0.542,-0.19,0,0,1,1,0,5,2,5,2,1,0.528990003671816
48.93,1,53,79,3,2,3,1.772,-0.281,0.348,0.736,-0.313,0,0,0,0,1,4,5,2,5,2,3.18347268983104
68.21,1,70,77,3,3,1,-2.036,-0.157,0.114,0.869,-0.09,0,1,0,0,1,4,1,1,4,2,3.92237431423777
65.2,0,75,96,4,4,2,1.732,1.225,0.293,1.32,1.025,0,0,0,0,0,4,5,4,5,1,4.75892655661589
65.8,0,43,95,3,4,1,0.378,1.341,-0.556,0.088,-0.438,0,1,1,0,1,1,1,3,1,4,2.48743531458258
68.47,0,46,86,4,5,1,0.668,0.687,-0.647,-0.088,0.121,1,1,0,1,0,5,4,4,3,3,3.0843227488102
59.81,1,50,95,5,1,3,0.337,-0.159,0.687,-0.329,0.838,1,0,0,1,0,4,3,5,1,5,3.08917251382806
61.93,1,45,93,3,5,1,-2.043,0.618,1.763,-0.232,-1.267,0,1,0,1,1,3,4,5,2,5,2.31665528485653
62.51,1,55,92,4,3,2,-1.76,0.939,-0.768,-0.746,-0.25,0,1,0,0,0,3,2,1,3,5,3.71334502789161
54.99,0,36,84,4,3,2,-0.144,1.235,1.121,-0.058,-0.058,0,1,0,0,1,1,4,5,3,1,2.69728152034886
56.63,0,26,83,4,4,1,-0.472,0.471,-1.265,-0.819,-0.971,1,1,0,0,0,4,5,1,3,4,2.29765445482861
61.79,1,55,89,5,4,2,0.234,-2.624,0.635,0.581,-0.093,0,0,0,0,1,3,1,2,5,5,3.72539348130217
53.19,1,39,82,3,3,2,-0.447,0.964,0.365,0.648,1.534,0,0,0,0,1,4,3,4,5,3,2.32352177292981
55.79,0,41,94,4,1,1,1.312,0.777,-0.947,-0.144,-0.723,0,0,1,0,1,3,5,4,5,1,3.26058485255654
51.62,1,37,90,3,3,2,0.078,0.952,-0.994,-0.847,-0.96,0,0,1,0,0,2,5,3,3,3,1.77929557743272
39.38,1,25,79,5,3,1,-1.13,1.178,-0.725,-0.333,-1.951,0,0,1,1,0,2,4,5,4,5,2.36696500867522
64.5,1,41,90,4,3,1,0.475,-1.435,0.064,0.751,1.196,1,1,0,1,1,1,3,2,3,2,2.93837418632997
64.78,0,66,91,4,4,1,1.861,2.167,-1.12,0.34,0.456,1,1,0,0,0,2,1,3,5,5,4.00229711393486
54.27,1,40,87,3,2,1,1.238,0.4,-2.146,1.499,-1.481,0,0,1,0,0,2,3,1,3,5,2.05621212741997
67.99,1,46,95,4,5,2,-0.169,-0.574,-0.88,0.262,-0.097,1,0,1,0,1,4,5,4,2,3,3.38991036196832
68.41,1,57,82,5,3,1,0.113,0.977,-2.335,0.526,-0.434,0,1,0,0,0,3,2,1,1,2,3.7407503102697
52.62,1,69,73,1,4,3,0.075,-0.265,-0.496,0.308,0.616,0,1,1,1,0,5,3,2,4,3,3.68865331933511
58.41,0,34,80,3,4,1,0.039,0.931,-1.473,0.124,-0.901,0,0,0,0,1,5,1,5,4,3,1.55942754708051
55.76,1,54,77,5,4,1,0.793,-0.065,-0.176,-0.304,0.986,0,1,1,0,0,1,2,2,5,3,3.88060456066089
55.23,0,33,81,4,5,1,-0.4,-0.499,-0.362,-0.487,-0.39,0,1,0,0,1,2,1,1,2,4,2.38494987664279
52.57,0,57,67,2,3,2,-1.283,-0.316,-0.845,0.744,-0.917,1,1,0,0,0,1,3,2,4,4,2.46758471501027
67.38,1,42,95,5,3,1,-1.475,-1.217,0.345,-0.435,0.11,1,0,0,0,0,5,5,3,1,2,2.93026152081013
62.02,0,36,96,4,2,1,-0.372,1.42,1.204,0.2,-0.404,0,1,0,0,1,4,3,3,2,1,2.81515874061748
40.89,1,40,62,5,2,3,-0.997,0.049,-0.277,-0.256,-2.031,1,1,0,1,0,4,2,5,3,5,2.26372232767984
55.66,0,74,70,2,1,2,-0.008,-0.628,-3.385,-1.756,-0.582,1,1,0,0,0,2,2,1,5,1,5.07882392711249
59.68,1,30,90,5,4,1,0.742,-0.737,1.171,-0.624,-0.096,0,0,0,0,1,3,1,2,4,2,2.52151846482863
65.54,0,56,93,4,5,2,-0.721,1.152,-0.366,0.989,-0.924,1,0,0,0,1,3,2,1,3,4,3.99755451366157
45.13,0,30,73,5,3,1,-1.654,-0.659,-1.124,-0.443,0.762,0,0,0,0,0,3,3,3,3,3,1.84094651049247
65.45,1,45,80,2,2,2,-0.095,-0.324,-0.554,-0.37,-1.404,0,0,0,0,0,5,1,2,5,5,2.15701245431161
66,1,37,96,3,1,1,-0.704,-1.333,0.254,0.506,1.452,0,1,1,0,0,4,3,4,3,4,2.20573069959402
51.57,1,37,55,4,3,1,1.468,2.391,-0.442,-0.222,1.01,0,1,0,0,1,2,1,5,4,4,2.02620143899707
64.82,1,50,98,4,3,2,-1.185,-1.571,-1.175,-1.92,0.562,0,0,1,0,0,4,5,1,5,4,3.57352663281128
53.04,1,27,87,5,4,1,-1.919,1.888,-0.261,-1.289,0.172,0,0,1,0,0,4,1,5,5,4,2.18409383677943
60.96,0,58,82,4,1,1,0.294,-0.123,-0.851,2.374,0.358,0,1,1,0,0,2,3,4,2,2,3.73148680044241
66.24,0,75,88,4,3,2,0.909,-0.308,0.044,2.686,0.674,1,0,1,0,0,3,4,3,3,2,4.87828729385756
57.09,1,69,97,2,3,3,-0.203,-1.033,-0.697,-2.347,0.484,1,0,1,1,1,5,2,3,3,2,4.15831366529899
67.48,1,71,89,3,3,2,-0.34,1.285,1.387,0.598,1.021,0,1,0,1,0,3,3,1,3,2,4.47135064615552
47.34,0,31,79,3,1,3,0.506,0.712,-0.345,-0.898,-1.396,0,0,0,0,0,3,4,3,2,3,1.26618048460363
45.97,1,25,85,5,4,1,-0.016,1.582,0.42,0.935,-1.817,0,0,0,0,1,2,4,5,1,2,2.44567872361529
52.99,0,69,75,2,3,3,-0.379,-0.173,0.343,-1.215,-1.853,0,1,1,0,0,3,1,4,1,4,3.53470408354256
60.02,0,74,89,3,3,1,1.313,1.375,0.908,2.7,-0.446,0,0,0,0,0,2,3,4,1,4,4.74038985655625
55.97,1,39,76,5,3,2,-0.128,-1.053,0.602,1.22,0.731,0,1,1,0,1,3,5,3,5,3,2.70325153357096
53.05,0,63,78,3,3,2,0.871,0.066,-0.054,0.016,1.534,0,1,1,1,1,1,3,5,3,3,3.61388601570492
56.85,0,40,85,4,2,2,0.341,0.016,-0.072,1.235,0.036,0,0,1,1,1,1,1,1,1,5,2.95919233840745
54.65,0,43,78,4,2,2,-0.125,0.727,-0.242,0.839,0.149,1,1,0,1,0,5,5,2,5,3,2.47594968946992
54.8,1,39,80,4,1,2,-0.069,-0.986,0.365,-0.376,-0.106,0,1,1,1,1,5,3,2,2,5,2.60442042176043
54.6,1,28,86,5,4,1,-1.152,-1.55,1.535,-2.238,0.689,0,0,1,0,1,1,2,4,3,5,2.50843542033436
61.52,0,65,90,3,3,3,-0.089,-0.087,-0.978,-0.988,0.928,0,1,0,0,0,4,1,4,2,4,3.41230859401675
38.81,1,32,63,4,3,3,-1.527,-1.007,0.268,0.045,0.001,0,1,0,0,1,1,4,5,5,4,1.71570470007233
62.63,1,59,73,4,3,1,0.081,0.051,0.348,-0.069,0.036,0,0,0,0,0,2,1,5,1,1,3.89536231160673
64.54,1,28,98,3,3,1,0.421,-1.101,1.205,-0.451,-0.178,1,1,1,0,0,4,1,1,2,3,1.10892934360531
46.89,0,27,93,3,4,2,-1.655,-0.191,-0.968,0.127,0.089,0,0,1,0,0,2,2,1,5,4,1.10554597424391
64.32,1,28,91,4,2,1,0.195,0.594,0.006,0.488,-0.984,0,0,1,0,0,2,5,2,5,4,2.1937051986341
43.71,1,27,70,4,3,1,-0.719,-1.441,-0.346,0.811,1.668,0,1,0,0,0,2,2,1,5,1,1.90048735473126
61.88,0,65,86,4,4,1,-1.356,-0.95,1.369,-0.307,0.707,0,1,0,0,1,3,5,2,4,5,4.24658444486022
52.84,1,38,92,3,3,3,-1.768,0.26,1.007,-1.877,0.435,0,1,1,0,1,1,2,1,5,3,2.44192389606941
44.46,0,30,58,4,4,1,0.217,-0.257,0.232,-1.097,1.629,0,1,0,0,1,2,3,4,2,5,1.99115328272494
60.61,0,63,89,5,4,3,1.287,1.243,-0.085,0.164,-1.438,0,1,0,0,0,5,5,5,2,4,3.49583963166589
42.28,0,42,94,4,3,3,1.055,-0.029,-1.73,-0.318,-0.93,0,1,1,1,1,2,4,4,2,1,3.18935450919467
59.52,0,33,92,4,3,2,-1.251,-2.532,-0.239,-0.295,-0.401,0,1,0,1,1,2,4,4,3,4,2.04458230321226
50.92,1,54,70,4,4,1,0.33,1.455,-0.218,1.93,-0.076,1,0,0,0,1,1,2,4,3,4,3.63524151571216
67.72,0,37,94,3,5,1,1.065,0.444,0.17,-0.488,-0.29,1,1,0,0,0,3,3,5,5,1,2.25661237019816
48.54,0,27,80,4,2,2,0.357,1.451,-0.106,-0.508,0.095,1,1,0,0,0,2,3,3,1,5,2.20654889479301
46.88,1,32,76,4,4,3,1.823,-0.271,-0.061,0.922,1.044,0,1,0,0,1,5,1,2,4,3,1.93656878159709
52.11,1,38,86,3,2,3,-0.111,-0.649,-0.458,0.315,1.489,0,0,1,0,1,3,1,3,5,1,2.33303028673032
58.14,0,64,85,2,3,2,-1.389,1.778,2.298,0.089,0.388,0,1,0,0,1,2,2,4,2,5,3.42668035439432
49.92,0,36,84,4,4,2,-2.541,1.407,-1.648,-0.627,-1.288,0,1,1,0,0,1,4,2,3,3,2.64272157830466
57.06,0,29,94,4,3,2,-0.28,-0.125,0.843,0.044,1.483,1,1,0,0,0,2,3,4,3,1,2.5892085480193
55.55,1,46,93,3,3,2,1.027,0.405,0.337,0.213,-0.535,0,0,1,0,1,3,2,3,5,4,2.41257552426197
51.94,1,51,88,3,5,1,-0.98,1.297,-0.394,-0.092,-1.762,0,0,1,0,1,1,5,4,4,2,2.98995057604629
54.59,1,68,81,3,4,3,-0.504,0.328,-0.114,-0.831,-0.567,1,1,0,1,0,2,3,2,2,3,3.72195093537039
61.85,0,45,86,4,4,1,-0.426,-0.719,-0.896,-0.132,-0.989,1,1,1,1,1,5,3,1,4,4,3.11980830535808
64.96,0,73,89,3,2,2,-0.727,0.924,1.073,-1.075,-0.524,0,1,0,0,1,5,4,2,1,5,4.81450564572793
62.23,0,39,76,4,3,1,0.71,1.019,0.122,-1.142,1.023,0,0,0,1,1,2,2,4,2,3,2.98104802289973
53.4,0,44,81,4,2,2,-0.902,1.358,1.804,-0.489,0.514,1,1,1,1,0,3,4,3,3,1,3.16015034930532
54.58,1,41,91,4,5,2,0.139,-0.377,-1.022,-1.23,-0.045,0,0,0,0,0,5,5,5,4,3,3.268374992179
67.73,1,73,84,4,3,1,0.331,-1.276,-0.372,-0.641,2.099,0,0,1,1,0,2,3,2,1,2,5.44941110440947
63.44,0,72,69,2,4,2,1.155,-0.289,0.108,1.923,0.51,0,1,0,1,1,4,1,4,1,3,4.41562564249193
58.92,1,42,89,4,4,2,1.299,-1.026,-1.652,-0.328,0.652,0,0,0,1,1,4,1,4,2,3,3.36656361419013
63.81,1,40,93,5,4,1,-0.973,0.892,0.274,-0.458,0.591,0,0,0,0,0,4,2,4,2,2,3.35071618664943
70.77,1,74,90,2,1,1,0.091,1.617,-1.088,0.629,0.228,0,1,1,1,1,4,2,5,3,5,4.59131003488383
56.21,1,26,95,3,3,1,1.282,0.754,0.677,-0.839,-0.183,0,1,0,0,1,4,3,4,5,5,1.45697523362664
71.45,0,73,93,4,2,3,0.5,-0.149,0.896,-0.034,0.743,0,1,0,0,1,5,3,2,1,5,4.44949071444063
58.69,0,52,90,3,3,1,-0.012,-0.091,-0.521,0.167,0.64,0,1,0,0,1,4,5,4,2,4,3.08414146198117
54.72,1,39,76,5,3,2,0.668,-0.636,0.461,0.414,0.301,0,1,0,0,1,5,2,3,5,2,2.69969655862685
55.32,0,47,90,4,1,1,-0.824,-0.203,0.425,0.079,-0.951,0,0,0,0,1,2,4,3,5,2,3.38149927302364
58.53,1,55,75,4,1,2,-0.36,-0.471,0.329,-1.167,0.727,0,0,1,0,1,2,2,3,2,1,4.07334747256564
49.33,0,57,75,2,2,2,-0.464,0.42,1.32,0.356,0.933,0,0,0,0,1,5,5,1,4,5,2.80850952354475
63.91,0,65,87,3,2,1,0.593,2.035,0.948,-0.474,0.453,0,0,0,0,1,2,1,1,4,1,4.35694673768088
43.87,1,57,67,3,5,2,-1.706,-0.665,0,-0.293,-0.9,0,0,1,0,0,1,5,2,3,4,2.45015273670619
56.36,1,40,83,3,3,1,-0.862,-0.097,-1.2,0.025,-0.398,0,1,1,0,1,5,2,3,2,1,2.05062849386428
67.62,1,72,69,4,4,1,1.423,-0.268,-1.123,-0.57,-1.192,0,0,0,0,1,5,5,3,1,4,4.28524736677809
48.92,1,45,54,3,5,1,0.003,-0.117,-0.532,0.253,-0.214,0,1,0,0,0,3,3,5,5,1,2.35364671821873
57.82,0,67,85,4,4,1,1.142,-0.515,-0.099,0.457,0.573,0,1,0,0,1,4,1,3,4,2,4.15932089342998
45.18,0,52,83,4,1,1,-0.845,0.324,1.953,-1.398,-1.128,0,1,0,0,0,2,2,1,1,1,3.75047856539972
51.57,0,29,93,5,3,1,0.152,-0.828,-0.193,-0.595,-0.323,0,0,1,0,1,2,5,4,2,3,2.37821178366023
62.72,1,49,87,2,4,1,0.452,-0.037,-0.365,-0.169,0.355,1,1,0,1,1,1,4,3,5,4,2.54302288494194
64.29,0,33,92,4,5,1,0.193,1.414,-1.825,0.646,-0.757,0,1,1,0,1,2,2,1,3,1,2.69785515063632
58.45,0,50,78,2,4,3,-1.367,1.554,-0.245,0.123,-0.39,1,1,0,0,1,3,1,1,4,5,2.20619506034545
76.18,0,72,98,3,3,1,-0.295,0.369,-0.35,1.864,0.211,0,0,0,1,1,3,2,2,2,5,4.91147348623323
54.52,1,50,82,5,2,1,-0.186,0.336,-0.085,1.182,0.642,0,1,1,1,1,2,1,4,1,3,3.46468457667437
53.55,0,58,84,4,1,1,-2.389,-1.433,1.652,-0.462,1.521,0,0,1,0,1,1,4,3,2,2,3.97125421597993
49.8,1,38,83,4,4,1,-2.126,0.886,-0.201,-1.006,-0.043,0,0,1,0,1,1,2,4,2,3,3.23874526068435
62.2,1,71,83,3,5,1,-1.5,1.482,-0.66,-1.106,-2.267,0,1,0,0,1,1,5,2,3,4,4.36717799038204
57.4,1,31,84,4,4,2,-1.82,-1.042,-0.695,-1.764,1.909,1,0,0,0,0,5,4,2,1,3,2.5392569435198
46.08,1,51,79,4,3,3,0.329,-0.852,-0.297,-0.274,0.402,0,1,1,0,1,5,4,5,2,4,2.85326366089071
59.98,1,54,79,3,3,3,1.665,0.139,-0.52,-1.186,0.155,0,0,0,0,1,4,1,3,5,1,3.29407286810968
47.77,0,40,91,4,4,3,-0.318,-0.171,-0.009,-1.34,0.752,0,1,0,0,1,3,2,5,1,3,3.0988074982617
62.49,0,66,66,4,5,1,0.923,0.158,-1.111,1.584,-1.13,0,1,1,0,0,2,1,1,3,5,3.66428219062099
48.08,1,34,89,4,5,2,-0.527,-1.165,0.89,1.023,0.654,1,0,0,0,0,1,5,4,3,1,2.54917887125905
59.2,1,27,92,5,2,1,0.698,-0.742,0.51,0.582,0.183,0,0,0,0,1,4,3,4,3,5,2.43292671558041
46.25,0,36,89,4,4,3,1.931,1.978,-0.004,1.375,-0.669,0,0,1,1,0,3,1,4,5,3,2.2431395552228
51.24,0,42,86,3,3,2,0.37,-0.271,0.718,-0.711,1.288,1,0,0,0,0,3,5,4,3,3,2.25707175972954
46.21,1,55,75,4,3,3,-1.061,-1.238,-0.367,-1.885,1.275,0,1,0,0,0,2,4,4,5,4,3.53005718876061
57.12,1,53,89,3,3,1,0.488,0.525,1.712,-0.142,-1.504,0,1,1,0,0,5,2,5,1,5,3.04313078026078
42.78,0,36,81,3,4,3,-0.282,0.105,-0.579,-0.073,-0.222,0,0,0,0,1,2,3,2,2,1,1.45424523776209
67.73,1,68,89,1,3,2,-0.49,0.166,-1.444,0.723,-0.715,0,0,1,0,0,3,4,1,5,4,3.82495992224651
46.99,0,47,65,3,1,1,2.596,-0.333,-0.241,0.135,1.228,0,0,1,0,0,5,3,2,4,4,2.22352159122843
52.85,1,27,90,5,3,2,-0.672,-1.816,0.64,-0.991,-0.047,1,1,1,0,1,5,2,4,4,5,2.29282288395474
62.49,0,62,97,3,3,3,-0.667,-0.296,-0.845,-0.421,0.247,0,0,0,0,1,4,5,1,5,3,3.12150341274993
54.91,0,27,77,4,5,1,0.377,-1.74,-0.899,-1.233,-0.895,0,1,0,0,0,3,2,1,5,1,1.83818032197813
53.1,0,74,90,4,5,2,-2.163,2.39,0.672,-0.226,-0.788,0,0,1,0,1,5,2,1,2,5,4.66694429587964
50.36,1,25,87,4,3,3,-0.531,-1.015,0.195,0.185,0.249,1,1,0,1,1,3,3,4,3,2,2.1866917152124
57.68,1,43,85,4,2,1,-0.842,-1.465,0.614,0.437,1.07,1,1,1,0,1,4,5,2,4,3,2.66247198015203
58.85,0,70,92,3,2,3,0.504,-0.046,0.391,0.286,-2.67,0,1,0,1,1,3,5,5,3,5,3.73628208299028
51.34,0,65,78,4,3,2,1.405,-1.139,2.384,0.917,0.389,0,1,1,0,1,2,5,4,3,4,3.60545873920988
66.89,0,72,86,4,4,1,0.096,-0.13,-0.758,-0.332,-1.123,0,1,0,1,1,4,4,5,4,2,5.18461714023791
39.08,0,39,69,5,4,3,-0.023,0.739,0.092,-0.473,-0.523,0,0,1,0,0,4,2,2,1,5,2.41088487232135
62.97,1,44,97,4,3,1,-0.499,-0.074,1.117,0.421,-2.477,0,0,0,0,0,1,4,4,2,3,3.12374181523486
43.43,0,36,80,2,4,3,-2.574,0.05,-1.31,-0.596,1.518,1,0,0,0,1,1,2,4,4,1,1.92094978891649
32.02,0,46,70,4,4,2,-1.854,0.388,0.697,-1.245,0.992,0,0,0,0,0,5,1,2,4,1,3.21988192652538
50.37,1,66,80,3,4,2,0.856,0.333,-1.527,-0.082,0.652,0,1,1,0,1,1,3,1,4,5,4.01506580860631
51.18,0,35,98,3,2,1,0.606,-1.452,-1.586,-0.31,0.153,1,1,0,0,1,5,4,5,1,5,1.35886501343348
66.43,0,70,78,4,3,3,-0.219,0.084,0.731,-0.313,0.313,1,1,1,0,0,3,2,3,1,4,4.2238995768986
52.45,1,31,87,5,2,3,1.738,0.135,-0.241,-0.373,-0.322,1,1,1,0,0,5,5,1,1,4,2.0520711137569
61.78,1,68,72,3,4,1,0.438,-0.435,0.015,-1.042,-0.345,1,1,1,1,0,1,1,5,2,4,3.73665402908814
54.45,0,75,78,3,2,1,-0.107,-0.552,0.408,-0.964,-0.438,0,0,1,0,0,3,5,2,4,5,5.18044924704596
64.83,1,72,57,2,4,2,-0.489,0.044,-0.265,0.366,0.404,0,1,1,0,1,5,4,1,2,4,4.32969913925078
53.74,1,34,76,4,1,1,-1.504,-0.441,-0.165,-1.508,-0.468,0,1,1,0,1,3,1,2,4,3,2.36803271332895
