"id","treatment"
2208,"LastDoseFree"
2209,"FirstDoseFree.first_dose_free"
2210,"LastDoseFree"
2211,"Graduated"
2212,"LastDoseFree"
2213,"Graduated"
2214,"Control"
2215,"LastDoseFree"
2216,"Graduated"
2217,"Graduated"
2218,"FirstDoseFree.first_dose_free"
2219,"FirstDoseFree.first_dose_free"
2220,"Graduated"
2221,"LastDoseFree"
2222,"FirstDoseFree.first_dose_free"
2223,"LastDoseFree"
2224,"LastDoseFree"
2225,"Control"
2226,"FirstDoseFree.first_dose_free"
2227,"FirstDoseFree.first_dose_free"
2228,"Graduated"
2229,"Graduated"
2230,"Control"
2231,"Graduated"
2232,"LastDoseFree"
2233,"LastDoseFree"
2234,"LastDoseFree"
2235,"Graduated"
2236,"LastDoseFree"
2237,"LastDoseFree"
2238,"LastDoseFree"
2239,"Graduated"
2240,"LastDoseFree"
2241,"LastDoseFree"
2242,"LastDoseFree"
2243,"Control"
2244,"Graduated"
2245,"Graduated"
2246,"LastDoseFree"
2247,"LastDoseFree"
2248,"LastDoseFree"
2249,"LastDoseFree"
2250,"FirstDoseFree.first_dose_free"
2251,"Graduated"
2252,"Graduated"
2253,"Graduated"
2254,"Graduated"
2255,"LastDoseFree"
2256,"Graduated"
2257,"Graduated"
2258,"LastDoseFree"
2259,"FirstDoseFree.first_dose_free"
2260,"LastDoseFree"
2261,"Graduated"
2262,"LastDoseFree"
2263,"Graduated"
2264,"FirstDoseFree.first_dose_free"
2265,"Graduated"
2266,"Graduated"
2267,"Graduated"
2268,"LastDoseFree"
2269,"Graduated"
2270,"FirstDoseFree.first_dose_free"
2271,"LastDoseFree"
2272,"LastDoseFree"
2273,"LastDoseFree"
2274,"LastDoseFree"
2275,"Graduated"
2276,"LastDoseFree"
2277,"FirstDoseFree.first_dose_free"
2278,"LastDoseFree"
2279,"LastDoseFree"
2280,"FirstDoseFree.first_dose_free"
2281,"Graduated"
2282,"FirstDoseFree.first_dose_free"
2283,"FirstDoseFree.first_dose_free"
2284,"LastDoseFree"
2285,"Graduated"
2286,"LastDoseFree"
2287,"LastDoseFree"
2288,"FirstDoseFree.first_dose_free"
2289,"LastDoseFree"
2290,"LastDoseFree"
2291,"Graduated"
2292,"LastDoseFree"
2293,"Graduated"
2294,"LastDoseFree"
2295,"FirstDoseFree.first_dose_free"
2296,"LastDoseFree"
2297,"LastDoseFree"
2298,"Graduated"
2299,"LastDoseFree"
2300,"FirstDoseFree.first_dose_free"
2301,"Graduated"
2302,"Graduated"
2303,"FirstDoseFree.first_dose_free"
2304,"Graduated"
2305,"LastDoseFree"
2306,"Graduated"
2307,"Graduated"
2308,"Graduated"
2309,"FirstDoseFree.first_dose_free"
2310,"LastDoseFree"
2311,"Graduated"
2312,"LastDoseFree"
2313,"LastDoseFree"
2314,"FirstDoseFree.first_dose_free"
2315,"LastDoseFree"
2316,"FirstDoseFree.first_dose_free"
2317,"Graduated"
2318,"Graduated"
2319,"Control"
2320,"FirstDoseFree.first_dose_free"
2321,"LastDoseFree"
2322,"LastDoseFree"
2323,"LastDoseFree"
2324,"FirstDoseFree.first_dose_free"
2325,"LastDoseFree"
2326,"LastDoseFree"
2327,"LastDoseFree"
2328,"Graduated"
2329,"LastDoseFree"
2330,"FirstDoseFree.first_dose_free"
2331,"FirstDoseFree.first_dose_free"
2332,"Graduated"
2333,"Graduated"
2334,"Graduated"
2335,"Graduated"
2336,"Graduated"
2337,"LastDoseFree"
2338,"FirstDoseFree.first_dose_free"
2339,"LastDoseFree"
2340,"Graduated"
2341,"FirstDoseFree.first_dose_free"
2342,"LastDoseFree"
2343,"FirstDoseFree.first_dose_free"
2344,"FirstDoseFree.first_dose_free"
2345,"LastDoseFree"
2346,"Graduated"
2347,"Graduated"
2348,"Graduated"
2349,"FirstDoseFree.first_dose_free"
2350,"LastDoseFree"
2351,"Graduated"
2352,"LastDoseFree"
2353,"FirstDoseFree.first_dose_free"
2354,"LastDoseFree"
2355,"FirstDoseFree.first_dose_free"
2356,"Graduated"
2357,"LastDoseFree"
2358,"Graduated"
2359,"LastDoseFree"
2360,"LastDoseFree"
2361,"Graduated"
2362,"Graduated"
2363,"Graduated"
2364,"Graduated"
2365,"Control"
2366,"LastDoseFree"
2367,"FirstDoseFree.first_dose_free"
2368,"LastDoseFree"
2369,"FirstDoseFree.first_dose_free"
2370,"Graduated"
2371,"FirstDoseFree.first_dose_free"
2372,"Control"
2373,"LastDoseFree"
2374,"Graduated"
2375,"LastDoseFree"
2376,"Graduated"
2377,"LastDoseFree"
2378,"Graduated"
2379,"LastDoseFree"
2380,"Graduated"
2381,"LastDoseFree"
2382,"FirstDoseFree.first_dose_free"
2383,"Graduated"
2384,"LastDoseFree"
2385,"LastDoseFree"
2386,"LastDoseFree"
2387,"LastDoseFree"
2388,"Graduated"
2389,"Graduated"
2390,"Graduated"
2391,"FirstDoseFree.first_dose_free"
2392,"Graduated"
2393,"LastDoseFree"
2394,"LastDoseFree"
2395,"Graduated"
2396,"LastDoseFree"
2397,"Graduated"
2398,"LastDoseFree"
2399,"LastDoseFree"
2400,"Graduated"
2401,"LastDoseFree"
2402,"Graduated"
2403,"Graduated"
2404,"Graduated"
2405,"Graduated"
2406,"LastDoseFree"
2407,"LastDoseFree"
2408,"LastDoseFree"
2409,"Graduated"
2410,"LastDoseFree"
2411,"LastDoseFree"
2412,"LastDoseFree"
2413,"LastDoseFree"
2414,"FirstDoseFree.first_dose_free"
2415,"FirstDoseFree.first_dose_free"
2416,"Graduated"
2417,"LastDoseFree"
2418,"Graduated"
2419,"FirstDoseFree.first_dose_free"
2420,"FirstDoseFree.first_dose_free"
2421,"FirstDoseFree.first_dose_free"
2422,"LastDoseFree"
2423,"LastDoseFree"
2424,"LastDoseFree"
2425,"LastDoseFree"
2426,"Graduated"
2427,"FirstDoseFree.first_dose_free"
2428,"Graduated"
2429,"Graduated"
2430,"FirstDoseFree.first_dose_free"
2431,"LastDoseFree"
2432,"Graduated"
2433,"Graduated"
2434,"LastDoseFree"
2435,"FirstDoseFree.first_dose_free"
2436,"FirstDoseFree.first_dose_free"
2437,"LastDoseFree"
2438,"LastDoseFree"
2439,"Graduated"
2440,"Graduated"
2441,"FirstDoseFree.first_dose_free"
2442,"LastDoseFree"
2443,"LastDoseFree"
2444,"LastDoseFree"
2445,"LastDoseFree"
2446,"Graduated"
2447,"Graduated"
2448,"LastDoseFree"
2449,"Control"
2450,"Graduated"
2451,"FirstDoseFree.first_dose_free"
2452,"FirstDoseFree.first_dose_free"
2453,"Control"
2454,"Graduated"
2455,"LastDoseFree"
2456,"LastDoseFree"
2457,"LastDoseFree"
2458,"FirstDoseFree.first_dose_free"
2459,"LastDoseFree"
2460,"LastDoseFree"
2461,"FirstDoseFree.first_dose_free"
2462,"FirstDoseFree.first_dose_free"
2463,"Graduated"
2464,"Graduated"
2465,"Graduated"
2466,"LastDoseFree"
2467,"LastDoseFree"
2468,"Graduated"
2469,"Graduated"
2470,"Graduated"
2471,"Graduated"
2472,"LastDoseFree"
2473,"LastDoseFree"
2474,"FirstDoseFree.first_dose_free"
2475,"Graduated"
2476,"LastDoseFree"
2477,"LastDoseFree"
2478,"Graduated"
2479,"LastDoseFree"
2480,"FirstDoseFree.first_dose_free"
2481,"LastDoseFree"
2482,"Control"
2483,"Graduated"
2484,"Graduated"
2485,"FirstDoseFree.first_dose_free"
2486,"Control"
2487,"LastDoseFree"
2488,"LastDoseFree"
2489,"LastDoseFree"
2490,"Graduated"
2491,"LastDoseFree"
2492,"Graduated"
2493,"Graduated"
2494,"FirstDoseFree.first_dose_free"
2495,"FirstDoseFree.first_dose_free"
2496,"LastDoseFree"
2497,"Graduated"
2498,"LastDoseFree"
2499,"LastDoseFree"
2500,"Graduated"
2501,"Graduated"
2502,"Control"
2503,"LastDoseFree"
2504,"Graduated"
2505,"FirstDoseFree.first_dose_free"
2506,"LastDoseFree"
2507,"FirstDoseFree.first_dose_free"
2508,"Graduated"
2509,"Graduated"
2510,"LastDoseFree"
2511,"Graduated"
2512,"FirstDoseFree.first_dose_free"
2513,"LastDoseFree"
2514,"LastDoseFree"
2515,"LastDoseFree"
2516,"Graduated"
2517,"LastDoseFree"
2518,"Control"
2519,"Graduated"
2520,"Graduated"
2521,"Control"
2522,"LastDoseFree"
2523,"LastDoseFree"
2524,"FirstDoseFree.first_dose_free"
2525,"LastDoseFree"
2526,"LastDoseFree"
2527,"Graduated"
2528,"FirstDoseFree.first_dose_free"
2529,"LastDoseFree"
2530,"Control"
2531,"Graduated"
2532,"LastDoseFree"
2533,"Graduated"
2534,"FirstDoseFree.first_dose_free"
2535,"Graduated"
2536,"LastDoseFree"
2537,"FirstDoseFree.first_dose_free"
2538,"LastDoseFree"
2539,"LastDoseFree"
2540,"LastDoseFree"
2541,"LastDoseFree"
2542,"Graduated"
2543,"LastDoseFree"
2544,"FirstDoseFree.first_dose_free"
2545,"LastDoseFree"
2546,"FirstDoseFree.first_dose_free"
2547,"LastDoseFree"
2548,"Control"
2549,"Graduated"
2550,"LastDoseFree"
2551,"FirstDoseFree.first_dose_free"
2552,"Graduated"
2553,"LastDoseFree"
2554,"LastDoseFree"
2555,"FirstDoseFree.first_dose_free"
2556,"LastDoseFree"
2557,"FirstDoseFree.first_dose_free"
2558,"Control"
2559,"LastDoseFree"
2560,"LastDoseFree"
2561,"FirstDoseFree.first_dose_free"
2562,"Graduated"
2563,"FirstDoseFree.first_dose_free"
2564,"FirstDoseFree.first_dose_free"
2565,"FirstDoseFree.first_dose_free"
2566,"Graduated"
2567,"LastDoseFree"
2568,"FirstDoseFree.first_dose_free"
2569,"FirstDoseFree.first_dose_free"
2570,"Graduated"
2571,"FirstDoseFree.first_dose_free"
2572,"Graduated"
2573,"Graduated"
2574,"LastDoseFree"
2575,"Graduated"
2576,"Graduated"
2577,"LastDoseFree"
2578,"Graduated"
2579,"LastDoseFree"
2580,"LastDoseFree"
2581,"LastDoseFree"
2582,"FirstDoseFree.first_dose_free"
2583,"Graduated"
2584,"LastDoseFree"
2585,"Graduated"
2586,"Graduated"
2587,"LastDoseFree"
2588,"Control"
2589,"FirstDoseFree.first_dose_free"
2590,"Graduated"
2591,"Control"
2592,"Graduated"
2593,"Graduated"
2594,"LastDoseFree"
2595,"LastDoseFree"
2596,"Graduated"
2597,"Graduated"
2598,"FirstDoseFree.first_dose_free"
2599,"FirstDoseFree.first_dose_free"
2600,"LastDoseFree"
2601,"LastDoseFree"
2602,"Graduated"
2603,"LastDoseFree"
2604,"Graduated"
2605,"Graduated"
2606,"LastDoseFree"
2607,"Graduated"
2608,"FirstDoseFree.first_dose_free"
2609,"LastDoseFree"
2610,"LastDoseFree"
2611,"Graduated"
2612,"FirstDoseFree.first_dose_free"
2613,"LastDoseFree"
2614,"LastDoseFree"
2615,"Graduated"
2616,"LastDoseFree"
2617,"Graduated"
2618,"LastDoseFree"
2619,"Graduated"
2620,"Graduated"
2621,"LastDoseFree"
2622,"Graduated"
2623,"LastDoseFree"
2624,"Graduated"
2625,"Graduated"
2626,"Graduated"
2627,"Graduated"
2628,"FirstDoseFree.first_dose_free"
2629,"LastDoseFree"
2630,"Graduated"
2631,"Graduated"
2632,"Graduated"
2633,"Graduated"
2634,"FirstDoseFree.first_dose_free"
2635,"FirstDoseFree.first_dose_free"
2636,"LastDoseFree"
2637,"LastDoseFree"
2638,"Control"
2639,"LastDoseFree"
2640,"LastDoseFree"
2641,"Graduated"
2642,"LastDoseFree"
2643,"LastDoseFree"
2644,"Graduated"
2645,"LastDoseFree"
2646,"FirstDoseFree.first_dose_free"
2647,"LastDoseFree"
2648,"Graduated"
2649,"LastDoseFree"
2650,"FirstDoseFree.first_dose_free"
2651,"LastDoseFree"
2652,"Graduated"
2653,"LastDoseFree"
2654,"LastDoseFree"
2655,"LastDoseFree"
2656,"LastDoseFree"
2657,"Control"
2658,"LastDoseFree"
2659,"Graduated"
2660,"Graduated"
2661,"FirstDoseFree.first_dose_free"
2662,"FirstDoseFree.first_dose_free"
2663,"Graduated"
2664,"Graduated"
2665,"FirstDoseFree.first_dose_free"
2666,"FirstDoseFree.first_dose_free"
2667,"Graduated"
2668,"LastDoseFree"
2669,"Graduated"
2670,"LastDoseFree"
2671,"Graduated"
2672,"FirstDoseFree.first_dose_free"
2673,"LastDoseFree"
2674,"LastDoseFree"
2675,"LastDoseFree"
2676,"FirstDoseFree.first_dose_free"
2677,"Graduated"
2678,"FirstDoseFree.first_dose_free"
2679,"LastDoseFree"
2680,"LastDoseFree"
2681,"Graduated"
2682,"FirstDoseFree.first_dose_free"
2683,"FirstDoseFree.first_dose_free"
2684,"Graduated"
2685,"LastDoseFree"
2686,"Graduated"
2687,"LastDoseFree"
2688,"Graduated"
2689,"LastDoseFree"
2690,"Graduated"
2691,"FirstDoseFree.first_dose_free"
2692,"LastDoseFree"
2693,"Graduated"
2694,"LastDoseFree"
2695,"Graduated"
2696,"Graduated"
2697,"LastDoseFree"
2698,"LastDoseFree"
2699,"FirstDoseFree.first_dose_free"
2700,"Graduated"
2701,"Graduated"
2702,"LastDoseFree"
2703,"FirstDoseFree.first_dose_free"
2704,"FirstDoseFree.first_dose_free"
2705,"Graduated"
2706,"Control"
2707,"Graduated"
2708,"LastDoseFree"
2709,"LastDoseFree"
2710,"Graduated"
2711,"LastDoseFree"
2712,"Graduated"
2713,"Graduated"
2714,"Graduated"
2715,"Graduated"
2716,"LastDoseFree"
2717,"LastDoseFree"
2718,"LastDoseFree"
2719,"FirstDoseFree.first_dose_free"
2720,"FirstDoseFree.first_dose_free"
2721,"Graduated"
2722,"LastDoseFree"
2723,"Graduated"
2724,"LastDoseFree"
2725,"LastDoseFree"
2726,"Graduated"
2727,"FirstDoseFree.first_dose_free"
2728,"LastDoseFree"
2729,"Graduated"
2730,"FirstDoseFree.first_dose_free"
2731,"Graduated"
2732,"LastDoseFree"
2733,"LastDoseFree"
2734,"Graduated"
2735,"Graduated"
2736,"Control"
2737,"Graduated"
2738,"LastDoseFree"
2739,"LastDoseFree"
2740,"FirstDoseFree.first_dose_free"
2741,"FirstDoseFree.first_dose_free"
2742,"Graduated"
2743,"FirstDoseFree.first_dose_free"
2744,"Graduated"
2745,"LastDoseFree"
2746,"LastDoseFree"
2747,"FirstDoseFree.first_dose_free"
2748,"LastDoseFree"
2749,"FirstDoseFree.first_dose_free"
2750,"LastDoseFree"
2751,"Graduated"
2752,"FirstDoseFree.first_dose_free"
2753,"Graduated"
2754,"LastDoseFree"
2755,"LastDoseFree"
2756,"Graduated"
2757,"LastDoseFree"
2758,"FirstDoseFree.first_dose_free"
2759,"Graduated"
2760,"LastDoseFree"
2761,"LastDoseFree"
2762,"LastDoseFree"
2763,"LastDoseFree"
2764,"Graduated"
2765,"Graduated"
2766,"LastDoseFree"
2767,"Graduated"
2768,"Graduated"
2769,"LastDoseFree"
2770,"Graduated"
2771,"FirstDoseFree.first_dose_free"
2772,"Graduated"
2773,"Graduated"
2774,"LastDoseFree"
2775,"Graduated"
2776,"Graduated"
2777,"FirstDoseFree.first_dose_free"
2778,"FirstDoseFree.first_dose_free"
2779,"LastDoseFree"
2780,"LastDoseFree"
2781,"Graduated"
2782,"LastDoseFree"
2783,"LastDoseFree"
2784,"Control"
2785,"Graduated"
2786,"LastDoseFree"
2787,"Graduated"
2788,"LastDoseFree"
2789,"Graduated"
2790,"FirstDoseFree.first_dose_free"
2791,"Graduated"
2792,"LastDoseFree"
2793,"FirstDoseFree.first_dose_free"
2794,"Graduated"
2795,"LastDoseFree"
2796,"LastDoseFree"
2797,"Graduated"
2798,"Graduated"
2799,"Graduated"
2800,"Graduated"
2801,"LastDoseFree"
2802,"Graduated"
2803,"Graduated"
2804,"LastDoseFree"
2805,"LastDoseFree"
2806,"Graduated"
2807,"LastDoseFree"
2808,"LastDoseFree"
2809,"FirstDoseFree.first_dose_free"
2810,"LastDoseFree"
2811,"FirstDoseFree.first_dose_free"
2812,"Graduated"
2813,"FirstDoseFree.first_dose_free"
2814,"LastDoseFree"
2815,"LastDoseFree"
2816,"Graduated"
2817,"FirstDoseFree.first_dose_free"
2818,"Graduated"
2819,"LastDoseFree"
2820,"LastDoseFree"
2821,"Graduated"
2822,"LastDoseFree"
2823,"LastDoseFree"
2824,"Graduated"
2825,"Graduated"
2826,"FirstDoseFree.first_dose_free"
2827,"FirstDoseFree.first_dose_free"
2828,"Graduated"
2829,"LastDoseFree"
2830,"Graduated"
2831,"Graduated"
2832,"Graduated"
2833,"FirstDoseFree.first_dose_free"
2834,"Graduated"
2835,"LastDoseFree"
2836,"Graduated"
2837,"Graduated"
2838,"Graduated"
2839,"Graduated"
2840,"Graduated"
2841,"FirstDoseFree.first_dose_free"
2842,"Graduated"
2843,"Graduated"
2844,"Graduated"
2845,"FirstDoseFree.first_dose_free"
2846,"FirstDoseFree.first_dose_free"
2847,"LastDoseFree"
2848,"Graduated"
2849,"FirstDoseFree.first_dose_free"
2850,"Graduated"
2851,"Graduated"
2852,"FirstDoseFree.first_dose_free"
2853,"Graduated"
2854,"Graduated"
2855,"Graduated"
2856,"FirstDoseFree.first_dose_free"
2857,"LastDoseFree"
2858,"LastDoseFree"
2859,"Control"
2860,"LastDoseFree"
2861,"Graduated"
2862,"LastDoseFree"
2863,"Graduated"
2864,"Graduated"
2865,"LastDoseFree"
2866,"Graduated"
2867,"LastDoseFree"
2868,"LastDoseFree"
2869,"Graduated"
2870,"LastDoseFree"
2871,"LastDoseFree"
2872,"Graduated"
2873,"LastDoseFree"
2874,"FirstDoseFree.first_dose_free"
2875,"LastDoseFree"
2876,"Graduated"
2877,"LastDoseFree"
2878,"LastDoseFree"
2879,"Graduated"
2880,"Control"
2881,"Graduated"
2882,"LastDoseFree"
2883,"LastDoseFree"
2884,"Graduated"
2885,"LastDoseFree"
2886,"LastDoseFree"
2887,"FirstDoseFree.first_dose_free"
2888,"LastDoseFree"
2889,"Graduated"
2890,"LastDoseFree"
2891,"LastDoseFree"
2892,"FirstDoseFree.first_dose_free"
2893,"Graduated"
2894,"LastDoseFree"
2895,"FirstDoseFree.first_dose_free"
2896,"LastDoseFree"
2897,"Graduated"
2898,"FirstDoseFree.first_dose_free"
2899,"LastDoseFree"
2900,"Control"
2901,"Graduated"
2902,"FirstDoseFree.first_dose_free"
2903,"LastDoseFree"
2904,"LastDoseFree"
2905,"Graduated"
2906,"Graduated"
2907,"Graduated"
2908,"Graduated"
2909,"Graduated"
2910,"LastDoseFree"
2911,"Graduated"
2912,"Graduated"
2913,"Graduated"
2914,"Graduated"
2915,"LastDoseFree"
2916,"LastDoseFree"
2917,"Graduated"
2918,"LastDoseFree"
2919,"LastDoseFree"
2920,"Graduated"
2921,"Graduated"
2922,"LastDoseFree"
2923,"LastDoseFree"
2924,"Graduated"
2925,"Graduated"
2926,"Graduated"
2927,"LastDoseFree"
2928,"LastDoseFree"
2929,"LastDoseFree"
2930,"Graduated"
2931,"Graduated"
2932,"Control"
2933,"FirstDoseFree.first_dose_free"
2934,"LastDoseFree"
2935,"LastDoseFree"
2936,"Graduated"
2937,"LastDoseFree"
2938,"LastDoseFree"
2939,"Graduated"
2940,"Graduated"
2941,"Graduated"
2942,"Graduated"
2943,"Graduated"
2944,"FirstDoseFree.first_dose_free"
2945,"Graduated"
2946,"LastDoseFree"
2947,"Graduated"
2948,"Graduated"
2949,"Graduated"
2950,"LastDoseFree"
2951,"LastDoseFree"
2952,"LastDoseFree"
2953,"FirstDoseFree.first_dose_free"
2954,"LastDoseFree"
2955,"Graduated"
2956,"LastDoseFree"
2957,"Graduated"
2958,"Graduated"
2959,"Graduated"
2960,"FirstDoseFree.first_dose_free"
2961,"LastDoseFree"
2962,"Graduated"
2963,"LastDoseFree"
2964,"LastDoseFree"
2965,"Graduated"
2966,"LastDoseFree"
2967,"FirstDoseFree.first_dose_free"
2968,"Graduated"
2969,"Graduated"
2970,"LastDoseFree"
2971,"Graduated"
2972,"Graduated"
2973,"Graduated"
2974,"LastDoseFree"
2975,"Graduated"
2976,"LastDoseFree"
2977,"LastDoseFree"
2978,"LastDoseFree"
2979,"LastDoseFree"
2980,"Graduated"
2981,"LastDoseFree"
2982,"LastDoseFree"
2983,"LastDoseFree"
2984,"FirstDoseFree.first_dose_free"
2985,"Graduated"
2986,"LastDoseFree"
2987,"Graduated"
2988,"Control"
2989,"Graduated"
2990,"Graduated"
2991,"Graduated"
2992,"LastDoseFree"
2993,"FirstDoseFree.first_dose_free"
2994,"Graduated"
2995,"Graduated"
2996,"Graduated"
2997,"LastDoseFree"
2998,"Graduated"
2999,"LastDoseFree"
3000,"FirstDoseFree.first_dose_free"
3001,"Control"
3002,"LastDoseFree"
3003,"FirstDoseFree.first_dose_free"
3004,"Graduated"
3005,"LastDoseFree"
3006,"LastDoseFree"
3007,"Graduated"
3008,"LastDoseFree"
3009,"Graduated"
3010,"LastDoseFree"
3011,"FirstDoseFree.first_dose_free"
3012,"LastDoseFree"
3013,"LastDoseFree"
3014,"Graduated"
3015,"Graduated"
3016,"Graduated"
3017,"LastDoseFree"
3018,"Graduated"
3019,"LastDoseFree"
3020,"Graduated"
3021,"LastDoseFree"
3022,"Graduated"
3023,"FirstDoseFree.first_dose_free"
3024,"LastDoseFree"
3025,"FirstDoseFree.first_dose_free"
3026,"LastDoseFree"
3027,"FirstDoseFree.first_dose_free"
3028,"FirstDoseFree.first_dose_free"
3029,"LastDoseFree"
3030,"FirstDoseFree.first_dose_free"
3031,"Graduated"
3032,"Graduated"
3033,"Graduated"
3034,"Graduated"
3035,"LastDoseFree"
3036,"LastDoseFree"
3037,"Graduated"
3038,"FirstDoseFree.first_dose_free"
3039,"Graduated"
3040,"FirstDoseFree.first_dose_free"
3041,"Graduated"
3042,"Graduated"
3043,"Graduated"
3044,"Control"
3045,"LastDoseFree"
3046,"FirstDoseFree.first_dose_free"
3047,"LastDoseFree"
3048,"Graduated"
3049,"Graduated"
3050,"LastDoseFree"
3051,"FirstDoseFree.first_dose_free"
3052,"LastDoseFree"
3053,"LastDoseFree"
3054,"LastDoseFree"
3055,"FirstDoseFree.first_dose_free"
3056,"Graduated"
3057,"Control"
3058,"Graduated"
3059,"Graduated"
3060,"LastDoseFree"
3061,"LastDoseFree"
3062,"Graduated"
3063,"FirstDoseFree.first_dose_free"
3064,"LastDoseFree"
3065,"Graduated"
3066,"FirstDoseFree.first_dose_free"
3067,"Control"
3068,"LastDoseFree"
3069,"LastDoseFree"
3070,"Graduated"
3071,"Graduated"
3072,"Graduated"
3073,"Graduated"
3074,"FirstDoseFree.first_dose_free"
3075,"Graduated"
3076,"Graduated"
3077,"Graduated"
3078,"Graduated"
3079,"Graduated"
3080,"LastDoseFree"
3081,"Graduated"
3082,"FirstDoseFree.first_dose_free"
3083,"Graduated"
3084,"Graduated"
3085,"LastDoseFree"
3086,"Graduated"
3087,"Graduated"
3088,"LastDoseFree"
3089,"LastDoseFree"
3090,"FirstDoseFree.first_dose_free"
3091,"Graduated"
3092,"Graduated"
3093,"LastDoseFree"
3094,"FirstDoseFree.first_dose_free"
3095,"Graduated"
3096,"Graduated"
3097,"Graduated"
3098,"FirstDoseFree.first_dose_free"
3099,"FirstDoseFree.first_dose_free"
3100,"Graduated"
3101,"FirstDoseFree.first_dose_free"
3102,"LastDoseFree"
3103,"LastDoseFree"
3104,"Graduated"
3105,"Graduated"
3106,"Control"
3107,"FirstDoseFree.first_dose_free"
3108,"Graduated"
3109,"Graduated"
3110,"LastDoseFree"
3111,"LastDoseFree"
3112,"Graduated"
3113,"LastDoseFree"
3114,"LastDoseFree"
3115,"Graduated"
3116,"LastDoseFree"
3117,"Graduated"
3118,"FirstDoseFree.first_dose_free"
3119,"Graduated"
3120,"Graduated"
3121,"Graduated"
3122,"Graduated"
3123,"LastDoseFree"
3124,"FirstDoseFree.first_dose_free"
3125,"LastDoseFree"
3126,"Graduated"
3127,"LastDoseFree"
3128,"LastDoseFree"
3129,"Graduated"
3130,"LastDoseFree"
3131,"LastDoseFree"
3132,"Graduated"
3133,"LastDoseFree"
3134,"LastDoseFree"
3135,"LastDoseFree"
3136,"FirstDoseFree.first_dose_free"
3137,"LastDoseFree"
3138,"Graduated"
3139,"FirstDoseFree.first_dose_free"
3140,"Graduated"
3141,"LastDoseFree"
3142,"Graduated"
3143,"LastDoseFree"
3144,"LastDoseFree"
3145,"Control"
3146,"LastDoseFree"
3147,"LastDoseFree"
3148,"FirstDoseFree.first_dose_free"
3149,"Graduated"
3150,"LastDoseFree"
3151,"LastDoseFree"
3152,"Graduated"
3153,"FirstDoseFree.first_dose_free"
3154,"LastDoseFree"
3155,"Graduated"
3156,"Graduated"
3157,"LastDoseFree"
3158,"FirstDoseFree.first_dose_free"
3159,"Graduated"
3160,"LastDoseFree"
3161,"LastDoseFree"
3162,"FirstDoseFree.first_dose_free"
3163,"LastDoseFree"
3164,"FirstDoseFree.first_dose_free"
3165,"Graduated"
3166,"FirstDoseFree.first_dose_free"
3167,"LastDoseFree"
3168,"Graduated"
3169,"Graduated"
3170,"LastDoseFree"
3171,"Graduated"
3172,"Graduated"
3173,"Graduated"
3174,"FirstDoseFree.first_dose_free"
3175,"Graduated"
3176,"Graduated"
3177,"Graduated"
3178,"LastDoseFree"
3179,"Graduated"
3180,"LastDoseFree"
3181,"Graduated"
3182,"LastDoseFree"
3183,"LastDoseFree"
3184,"LastDoseFree"
3185,"LastDoseFree"
3186,"LastDoseFree"
3187,"FirstDoseFree.first_dose_free"
3188,"FirstDoseFree.first_dose_free"
3189,"Graduated"
3190,"Graduated"
3191,"Graduated"
3192,"FirstDoseFree.first_dose_free"
3193,"Graduated"
3194,"Control"
3195,"FirstDoseFree.first_dose_free"
3196,"FirstDoseFree.first_dose_free"
3197,"Graduated"
3198,"Graduated"
3199,"FirstDoseFree.first_dose_free"
3200,"LastDoseFree"
3201,"LastDoseFree"
3202,"Graduated"
3203,"Graduated"
3204,"LastDoseFree"
3205,"Graduated"
3206,"Graduated"
3207,"Graduated"
3208,"Graduated"
3209,"Graduated"
3210,"LastDoseFree"
3211,"Graduated"
3212,"FirstDoseFree.first_dose_free"
3213,"Graduated"
3214,"LastDoseFree"
3215,"Graduated"
3216,"Graduated"
3217,"Graduated"
3218,"Graduated"
3219,"Graduated"
3220,"Graduated"
3221,"Graduated"
3222,"FirstDoseFree.first_dose_free"
3223,"Graduated"
3224,"LastDoseFree"
3225,"FirstDoseFree.first_dose_free"
3226,"LastDoseFree"
3227,"Graduated"
3228,"LastDoseFree"
3229,"LastDoseFree"
3230,"Graduated"
3231,"FirstDoseFree.first_dose_free"
3232,"Graduated"
3233,"LastDoseFree"
3234,"FirstDoseFree.first_dose_free"
3235,"Graduated"
3236,"FirstDoseFree.first_dose_free"
3237,"FirstDoseFree.first_dose_free"
3238,"Graduated"
3239,"LastDoseFree"
3240,"LastDoseFree"
3241,"LastDoseFree"
3242,"Graduated"
3243,"FirstDoseFree.first_dose_free"
3244,"LastDoseFree"
3245,"LastDoseFree"
3246,"Graduated"
3247,"Graduated"
3248,"FirstDoseFree.first_dose_free"
3249,"LastDoseFree"
3250,"LastDoseFree"
3251,"LastDoseFree"
3252,"LastDoseFree"
3253,"Graduated"
3254,"Control"
3255,"Graduated"
3256,"LastDoseFree"
3257,"LastDoseFree"
3258,"Graduated"
3259,"LastDoseFree"
3260,"LastDoseFree"
3261,"LastDoseFree"
3262,"LastDoseFree"
3263,"LastDoseFree"
3264,"Control"
3265,"Graduated"
3266,"LastDoseFree"
3267,"Graduated"
3268,"Graduated"
3269,"LastDoseFree"
3270,"LastDoseFree"
3271,"Graduated"
3272,"Graduated"
3273,"FirstDoseFree.first_dose_free"
3274,"LastDoseFree"
3275,"Graduated"
3276,"FirstDoseFree.first_dose_free"
